,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29
207,dict_values(['América']),dict_values(['Vágner Mancini']),dict_values(['Flamengo']),dict_values(['Renato Gaúcho']),dict_values(['1']),dict_values(['1']),"dict_values([['MG', 'Matheus Cavichioli', 'Eduardo Gabriel', 'Juninho', 'Ademir Santos', 'Felipe Azevedo', 'Fabrício', 'Lucas Kal', 'Patric Cabral Lalau', 'Ricardo Silva', 'Marlon']])","dict_values([['Gabriel Batista', 'Gustavo Henrique', 'Léo Pereira', 'Willian Arão', 'Renê', 'Thiago Maia', 'Diego', 'Vitinho', 'Pedro', 'Bruno Henrique', 'Matheuzinho']])","dict_values([['Banco', 'Jori', 'Diego', 'Anderson Jesus', 'Zé Ricardo', 'Alan Ruschel', 'Ribamar', 'Rodolfo', 'Ale', 'Isaque', 'Juninho', 'Yan Sasse', 'Marcelo Toscano']])","dict_values([['César', 'Hugo Souza', 'Lázaro', 'Andreas Pereira', 'Michael', 'Rodinei', 'Bruno Viana', 'Kenedy', 'João Gomes', 'Ramon', 'Vitor Gabriel']])","dict_values([('Diego', 'Andreas Pereira')])",60,"dict_values([('Fabrício', 'Ale')])",65,"dict_values([('Felipe Azevedo', 'Rodolfo')])",65,"dict_values([('Mauro Zárate', 'Isaque')])",73,"dict_values([('Marlon', 'Alan Ruschel')])",79,"dict_values([('Diego', 'Andreas Pereira')])",60,"dict_values([('Vitinho', 'Michael')])",60,"dict_values([('Matheuzinho', 'Rodinei')])",73,"dict_values([('Willian Arão', 'Lázaro')])",74,"dict_values([('Bruno Henrique', 'Kenedy')])",89
208,dict_values(['Internacional']),dict_values(['Diego Aguirre']),dict_values(['Bahia']),dict_values(['Diego Dabove']),dict_values(['2']),dict_values(['0']),"dict_values([['Daniel', 'Heitor', 'Edenílson', 'Taison', 'Yuri Alberto', 'Rodrigo Dourado', 'Víctor Cuesta', 'Rodrigo Lindoso', 'Bruno Méndez', 'Paulo Victor', 'Patrick']])","dict_values([['Mateus Claus', 'Nino Paraíba', 'Luiz Otávio', 'Rodriguinho Marinho', 'Óscar Ruiz', 'Eugenio Isnaldo', 'Lucas Mugni', 'Hugo Rodallega', 'Lucas Fonseca', 'Juninho Capixaba', 'Edson']])","dict_values([['Marcelo Lomba', 'Kaique Rocha', 'Gustavo Maia', 'Paolo Guerrero', 'Carlos Palacios', 'Gabriel Boschilia', 'Gabriel Mercado', 'Mauricio', 'Johnny Cardoso', 'Zé Gabriel', 'Caio Vidal']])","dict_values([['Júnior Dênis', 'Matheus Teixeira', 'Danielzinho', 'Gilberto', 'Gustavo Henrique', 'Matheus Galdezani', 'Thonny Anderson', 'Lucas Araujo', 'Maycon', 'Renan Guedes', 'Patrick de Lucca', 'Matheus Bahia']])","dict_values([('Taison', 'Paolo Guerrero')])",61,"dict_values([('Patrick', 'Mauricio')])",71,"dict_values([('Yuri Alberto', 'Carlos Palacios')])",81,"dict_values([('Heitor', 'Gustavo Maia')])",81,dict_values([]),[],"dict_values([('Rodriguinho Marinho', 'Gilberto')])",9,"dict_values([('Óscar Ruiz', 'Thonny Anderson')])",62,"dict_values([('Eugenio Isnaldo', 'Matheus Galdezani')])",62,"dict_values([('Lucas Fonseca', 'Gustavo Henrique')])",78,"dict_values([('Edson', 'Patrick de Lucca')])",78
209,dict_values(['Fluminense']),dict_values(['Marcão']),dict_values(['Bragantino']),dict_values(['Maurício Barbieri']),dict_values(['2']),dict_values(['1']),"dict_values([['Marcos Felipe', 'Luccas Claro', 'Nonato', 'Fred', 'Danilo Barcelos', 'Yago', 'Lucas Felipe Calegari', 'Nino', 'Luiz Henrique', 'André', 'Caio Paulista']])","dict_values([['Júlio César', 'Leonardo Realpe', 'Helio Junio', 'Weverton', 'Natan', 'Luan Cândido', 'Vitinho', 'Pedrinho', 'Gabriel Novaes', 'Cristiano Japa', 'Emiliano Martínez']])","dict_values([['Muriel Becker', 'Wellington Martins', 'Lucca', 'Juan Cazares', 'Raúl Bobadilla', 'Jhon Arias', 'John Kennedy', 'Marlon', 'Matheus Martinelli', 'Gabriel Teixeira', 'Lucas Freitas', 'David Braz']])","dict_values([['Maycon', 'Cleiton Schwengber', 'Leo Ortiz', 'Artur', 'Alerrandro', 'Fabrício Bruno', 'Eric Ramires', 'Bruno Praxedes', 'Weverson', 'Jan Carlos Hurtado', 'Tomás Cuello', 'Guilherme Almeida Augusto']])","dict_values([('Yago', 'Matheus Martinelli')])",45,"dict_values([('Caio Paulista', 'Jhon Arias')])",62,"dict_values([('Fred', 'Raúl Bobadilla')])",72,"dict_values([('Luiz Henrique', 'Gabriel Teixeira')])",72,"dict_values([('Nonato', 'David Braz')])",89,"dict_values([('Vitinho', 'Weverson')])",45,"dict_values([('Gabriel Novaes', 'Jan Carlos Hurtado')])",72,"dict_values([('Luan Cândido', 'Guilherme Almeida Augusto')])",72,"dict_values([('Helio Junio', 'Alerrandro')])",77,"dict_values([('Cristiano Japa', 'Bruno Praxedes')])",84
210,dict_values(['Juventude']),dict_values(['Marquinhos Santos']),dict_values(['Santos']),dict_values(['Fábio Carille']),dict_values(['3']),dict_values(['0']),"dict_values([['Douglas Friedrich', 'Juan Quintero', 'Ricardo Bueno', 'Wescley', 'Jadson', 'Vitor Mendes', 'William Matheus', 'Marcos Vinicios', 'Dawhan', 'Michel', 'Guilherme Carvalho']])","dict_values([['João Paulo', 'Felipe Jonatan', 'Carlos Sánchez', 'Léo Baptistão', 'Marinho', 'Wagner', 'Pará', 'Danilo Boza', 'Guilherme Camacho', 'Jean Mota', 'Emiliano Velázquez']])","dict_values([['Marcelo Carné', 'Cleberson', 'Ricardinho', 'Capixaba', 'Fernando Pacheco Rivas', 'Roberson', 'Chico', 'Matheus Cotulio Bossa', 'Bruninho', 'Nicolás Castillo', 'Vinicius José Ignácio', 'Paulo Henrique']])","dict_values([['Diogenes', 'Jandrei', 'Raniel', 'Ivonei', 'Gabriel Pirani', 'Marcos Guilherme', 'Vinicius Nelson', 'Ângelo Borges', 'Lucas Braga', 'Moraes', 'Derick Fernando da Silva', 'Diego Tardelli']])","dict_values([('Wescley', 'Capixaba')])",65,"dict_values([('Marcos Vinicios', 'Chico')])",78,"dict_values([('Vitor Mendes', 'Vinicius José Ignácio')])",87,"dict_values([('Ricardo Bueno', 'Roberson')])",87,"dict_values([('Guilherme Carvalho', 'Ricardinho')])",87,"dict_values([('Danilo Boza', 'Diego Tardelli')])",60,"dict_values([('Jean Mota', 'Gabriel Pirani')])",60,"dict_values([('Felipe Jonatan', 'Moraes')])",76,"dict_values([('Carlos Sánchez', 'Lucas Braga')])",77,dict_values([]),[]
211,dict_values(['Sport']),dict_values(['Gustavo Florentín']),dict_values(['Fortaleza']),dict_values(['Juan Pablo Vojvoda']),dict_values(['0']),dict_values(['1']),"dict_values([['Mailson', 'Hayner', 'Hernanes', 'José Welison', 'Pedro Henrique', 'José Sabino', 'Everaldo', 'Sander', 'Marcão Silva', 'André', 'Paulinho Moccelin']])","dict_values([['Felipe Alves Raymundo', 'Guilherme Tinga', 'Marcelo', 'Robson', 'Lucas Crispim', 'Éderson', 'Felipe', 'Romarinho', 'Yago Pikachu', 'Lucas Lima', 'Titi']])","dict_values([['Carlos Eduardo', 'Ronaldo Henrique', 'Gustavo', 'Leandro Barcia', 'Chico', 'Luciano Juba', 'Cristiano', 'Ewerton', 'Pedro Victor', 'Everton Felipe', 'Mikael']])","dict_values([['Marcelo Boeck', 'Jackson de Souza', 'Wellington Paulista', 'Ronald', 'Jussa', 'Edinho', 'Ángelo Henríquez', 'Daniel Guedes', 'Bruno Melo', 'Valentín Depietri', 'Igor Torres', 'Matheus de Vargas']])","dict_values([('Paulinho Moccelin', 'Gustavo')])",45,"dict_values([('Everaldo', 'Mikael')])",59,"dict_values([('Sander', 'Luciano Juba')])",59,"dict_values([('Hayner', 'Ewerton')])",62,"dict_values([('Hernanes', 'Everton Felipe')])",77,"dict_values([('Lucas Lima', 'Ronald')])",61,"dict_values([('Romarinho', 'Ángelo Henríquez')])",68,"dict_values([('Robson', 'Edinho')])",68,"dict_values([('Felipe', 'Jussa')])",81,dict_values([]),[]
212,dict_values(['Atl']),dict_values(['António Oliveira']),dict_values(['Grêmio']),dict_values(['Luiz Felipe Scolari']),dict_values(['4']),dict_values(['2']),"dict_values([['Santos', 'Nicolas', 'Nikão', 'Khellven', 'Léo Cittadini', 'Richard', 'Zé Ivaldo', 'Pedro Rocha Neves', 'Lucas Fasson', 'Thiago Heleno', 'Renato Kayser']])","dict_values([['Gabriel Chapecó', 'Thiago dos Santos', 'Miguel Borja', 'Ferreira', 'Rafinha', 'Lucas Silva', 'Mathías Villasanti', 'Alisson', 'Rodrigues', 'Vanderson', 'Ruan']])","dict_values([['Bento', 'Nicolás Hernández', 'Marcinho', 'Márcio Azevedo', 'Guilherme Bissoli', 'Pedrinho', 'Vinicius Mingotti', 'Juninho', 'Fernando Canesin', 'David Terans', 'Christian', 'Carlos Eduardo']])","dict_values([['Brenno', 'Walter Kannemann', 'Jaminton Campaz', 'Douglas Costa', 'Bruno Cortez', 'Darlan Mendes', 'Paulo Miranda', 'Diego Souza', 'Guedes', 'Leo Augusto', 'Mateus Sarará', 'Jean Pyerre']])","dict_values([('Khellven', 'Marcinho')])",76,"dict_values([('Renato Kayser', 'Guilherme Bissoli')])",77,"dict_values([('Pedro Rocha Neves', 'Carlos Eduardo')])",80,"dict_values([('Thiago Heleno', 'Nicolás Hernández')])",80,"dict_values([('Richard', 'Christian')])",82,"dict_values([('Lucas Silva', 'Douglas Costa')])",45,"dict_values([('Alisson', 'Leo Augusto')])",45,"dict_values([('Mathías Villasanti', 'Darlan Mendes')])",80,"dict_values([('Thiago dos Santos', 'Mateus Sarará')])",80,dict_values([]),[]
213,dict_values(['Atl']),dict_values(['Eduardo Barroca']),dict_values(['Cuiabá']),dict_values(['Jorginho']),dict_values(['0']),dict_values(['0']),"dict_values([['Fernando Miguel', 'Luis Eduardo Marques dos Santos', 'Wanderson', 'Eder', 'Gabriel Baralhas', 'Igor Cariús', 'André Luis', 'Matheus Barbosa', 'Zé Roberto', 'João Paulo Alves', 'Ronald']])","dict_values([['Walter', 'João Lucas', 'Alan Empereur', 'Paulão', 'Auremir', 'Uendel', 'Jonathan Cafu', 'João Pedro Pepê', 'Élton Rodrigues Brandão', 'Clayson', 'Yesus Cabrera']])","dict_values([['Luan Polli', 'Arnaldo', 'Lucas Oliveira', 'Werley', 'Pedrão', 'Arthur Henrique', 'Rickson', 'Janderson', 'Brian Montenegro', 'Lucas Melão Lucão']])","dict_values([['João Carlos', 'Lucas Ramon', 'Anderson Conceição', 'Uillian Correia', 'Rafael Gava', 'Camilo', 'Jenison', 'Yuri Oliveira Lima', 'Max', 'Danilo', 'Osman Júnior', 'Felipe Marques']])","dict_values([('Ronald', 'Janderson')])",74,"dict_values([('Zé Roberto', 'Brian Montenegro')])",75,"dict_values([('Luis Eduardo Marques dos Santos', 'Arnaldo')])",80,"dict_values([('Matheus Barbosa', 'Rickson')])",80,"dict_values([('André Luis', 'Lucas Melão Lucão')])",89,"dict_values([('Auremir', 'Camilo')])",34,"dict_values([('Élton Rodrigues Brandão', 'Jenison')])",45,"dict_values([('Yesus Cabrera', 'Max')])",45,"dict_values([('Jonathan Cafu', 'Uillian Correia')])",71,"dict_values([('Clayson', 'Felipe Marques')])",83
214,dict_values(['Cuiabá']),dict_values(['Jorginho']),dict_values(['América']),dict_values(['Vágner Mancini']),dict_values(['0']),dict_values(['2']),"dict_values([['Walter', 'João Lucas', 'Marllon Borges', 'Paulão', 'Auremir', 'Uendel', 'Jonathan Cafu', 'João Pedro Pepê', 'Jenison', 'Clayson', 'Osman Júnior']])","dict_values([['MG', 'Matheus Cavichioli', 'Eduardo Gabriel', 'Ademir Santos', 'Felipe Azevedo', 'Fabrício', 'Lucas Kal', 'Patric Cabral Lalau', 'Ale', 'Ricardo Silva', 'Marlon']])","dict_values([['João Carlos', 'Lucas Ramon', 'Anderson Conceição', 'Alan Empereur', 'Rafael Gava', 'Uillian Correia', 'Yuri Oliveira Lima', 'Élton Rodrigues Brandão', 'Yesus Cabrera', 'Danilo', 'Papagaio', 'Felipe Marques']])","dict_values([['Banco', 'Jori', 'Diego', 'Anderson Jesus', 'Zé Ricardo', 'Alan Ruschel', 'Ribamar', 'Juninho', 'Rodolfo', 'Juninho', 'Marcelo Toscano', 'Geovane']])","dict_values([('Auremir', 'Uillian Correia')])",45,"dict_values([('Marllon Borges', 'Alan Empereur')])",59,"dict_values([('Osman Júnior', 'Rafael Gava')])",61,"dict_values([('Jenison', 'Élton Rodrigues Brandão')])",72,"dict_values([('João Pedro Pepê', 'Felipe Marques')])",79,"dict_values([('Ale', 'Juninho')])",60,"dict_values([('Fabrício', 'Ribamar')])",60,"dict_values([('Mauro Zárate', 'Juninho')])",78,"dict_values([('Felipe Azevedo', 'Rodolfo')])",87,"dict_values([('Patric Cabral Lalau', 'Diego')])",87
215,dict_values(['Fortaleza']),dict_values(['Juan Pablo Vojvoda']),dict_values(['Atl']),dict_values(['Eduardo Barroca']),dict_values(['0']),dict_values(['3']),"dict_values([['Felipe Alves Raymundo', 'Guilherme Tinga', 'Marcelo', 'Wellington Paulista', 'Éderson', 'Felipe', 'David', 'Yago Pikachu', 'Lucas Lima', 'Bruno Melo', 'Titi']])","dict_values([['Fernando Miguel', 'Luis Eduardo Marques dos Santos', 'Wanderson', 'Eder', 'Willian Maranhão', 'Igor Cariús', 'André Luis', 'Matheus Barbosa', 'Zé Roberto', 'João Paulo Alves', 'Ronald']])","dict_values([['Marcelo Boeck', 'Jackson de Souza', 'Robson', 'Ronald', 'Jussa', 'Edinho', 'Ángelo Henríquez', 'Romarinho', 'Daniel Guedes', 'Valentín Depietri', 'Igor Torres', 'Matheus de Vargas']])","dict_values([['Luan Polli', 'Arnaldo', 'Lucas Oliveira', 'Pedrão', 'Arthur Henrique', 'Gabriel Baralhas', 'Rickson', 'Janderson', 'Brian Montenegro']])","dict_values([('Felipe', 'Matheus de Vargas')])",68,"dict_values([('David', 'Romarinho')])",68,"dict_values([('Wellington Paulista', 'Ángelo Henríquez')])",79,"dict_values([('Lucas Lima', 'Robson')])",79,"dict_values([('Titi', 'Igor Torres')])",84,"dict_values([('Matheus Barbosa', 'Gabriel Baralhas')])",68,"dict_values([('Zé Roberto', 'Janderson')])",76,"dict_values([('João Paulo Alves', 'Brian Montenegro')])",89,"dict_values([('André Luis', 'Pedrão')])",89,"dict_values([('Luis Eduardo Marques dos Santos', 'Arnaldo')])",89
216,dict_values(['Bragantino']),dict_values(['Maurício Barbieri']),dict_values(['Corinthians']),dict_values(['Thiago Mendes']),dict_values(['2']),dict_values(['2']),"dict_values([['Cleiton Schwengber', 'Leo Ortiz', 'Jadsom', 'Artur', 'Aderlan Silva', 'Fabrício Bruno', 'Ytalo', 'Eric Ramires', 'Bruno Praxedes', 'Tomás Cuello', 'Luan Cândido']])","dict_values([['Cássio', 'Gil', 'Renato Augusto', 'Willian', 'Giuliano de Paula', 'Fagner', 'Víctor Cantillo', 'Fábio Santos', 'João Victor', 'Gabriel Pereira', 'Roger Guedes']])","dict_values([['Júlio César', 'Leonardo Realpe', 'Edimar Fraga', 'Helio Junio', 'Weverton', 'Natan', 'Weverson', 'Jan Carlos Hurtado', 'Pedrinho', 'Gabriel Novaes', 'Cristiano Japa', 'Emiliano Martínez']])","dict_values([['Caíque França', 'Matheus Donelli', 'Lucas Piton', 'Luan Vieira', 'Gustavo Mosquito', 'Ángelo Araos', 'Adson', 'Gustavo Mantuan', 'Raul Bicalho', 'Du Queiroz', 'Xavier', 'Vitinho']])","dict_values([('Ytalo', 'Jan Carlos Hurtado')])",74,"dict_values([('Tomás Cuello', 'Helio Junio')])",74,"dict_values([('Bruno Praxedes', 'Emiliano Martínez')])",75,"dict_values([('Eric Ramires', 'Gabriel Novaes')])",89,"dict_values([('Luan Cândido', 'Edimar Fraga')])",89,"dict_values([('Willian', 'Gustavo Mosquito')])",63,"dict_values([('Víctor Cantillo', 'Adson')])",74,"dict_values([('Gabriel Pereira', 'Luan Vieira')])",83,dict_values([]),[],dict_values([]),[]
217,dict_values(['Atlético']),dict_values(['Cuca']),dict_values(['Internacional']),dict_values(['Diego Aguirre']),dict_values(['1']),dict_values(['0']),"dict_values([['Éverson', 'Júnior Alonso', 'Hulk', 'Jair', 'Guilherme Arana', 'Federico Zaracho', 'Eduardo Sasha', 'Mariano', 'Ignacio Fernández', 'Allan', 'Nathan Silva']])","dict_values([['Daniel', 'Edenílson', 'Taison', 'Yuri Alberto', 'Rodrigo Dourado', 'Víctor Cuesta', 'Rodrigo Lindoso', 'Moisés', 'Bruno Méndez', 'Renzo Saravia', 'Patrick']])","dict_values([['Rafael Pires', 'Guga', 'Réver', 'Dodô', 'Keno', 'Igor Rabello', 'Jefferson Savarino', 'Hyoran', 'Nathan', 'Calebe', 'Dylan Borrero', 'Tchê Tchê']])","dict_values([['Marcelo Lomba', 'Emerson Júnior', 'Kaique Rocha', 'Gustavo Maia', 'Paolo Guerrero', 'Gabriel Boschilia', 'Paulo Victor', 'Gabriel Mercado', 'Mauricio', 'Johnny Cardoso', 'Zé Gabriel', 'Caio Vidal']])","dict_values([('Mariano', 'Guga')])",31,"dict_values([('Eduardo Sasha', 'Jefferson Savarino')])",60,"dict_values([('Jair', 'Keno')])",60,"dict_values([('Federico Zaracho', 'Dylan Borrero')])",75,"dict_values([('Ignacio Fernández', 'Tchê Tchê')])",75,"dict_values([('Rodrigo Dourado', 'Paolo Guerrero')])",81,dict_values([]),[],dict_values([]),[],dict_values([]),[],dict_values([]),[]
218,dict_values(['Flamengo']),dict_values(['Renato Gaúcho']),dict_values(['Atl']),dict_values(['Paulo Autuori']),dict_values(['3']),dict_values(['0']),"dict_values([['Diego Alves', 'Rodrigo Caio', 'Léo Pereira', 'Willian Arão', 'Everton Ribeiro', 'Gabriel Barbosa', 'Giorgian De Arrascaeta', 'Filipe Luís', 'Andreas Pereira', 'Bruno Henrique', 'Mauricio Isla']])","dict_values([['Santos', 'Nicolás Hernández', 'Nicolas', 'Léo Cittadini', 'Erick', 'Pedro Rocha Neves', 'Pedro Henrique', 'Lucas Fasson', 'Renato Kayser', 'Christian', 'Carlos Eduardo']])","dict_values([['Hugo Souza', 'Gustavo Henrique', 'Renê', 'Vitinho', 'Michael', 'Rodinei', 'Pedro', 'Bruno Viana', 'Kenedy', 'João Gomes', 'Ramon', 'Vitor Gabriel']])","dict_values([['Bento', 'Marcinho', 'Márcio Azevedo', 'Khellven', 'Jader', 'Abner', 'Guilherme Bissoli', 'Pedrinho', 'Vinicius Mingotti', 'Juninho', 'Fernando Canesin', 'Kleiton']])","dict_values([('Bruno Henrique', 'Kenedy')])",45,"dict_values([('Filipe Luís', 'Renê')])",72,"dict_values([('Gabriel Barbosa', 'Pedro')])",80,"dict_values([('Mauricio Isla', 'Rodinei')])",80,"dict_values([('Everton Ribeiro', 'Michael')])",80,"dict_values([('Erick', 'Khellven')])",69,"dict_values([('Renato Kayser', 'Vinicius Mingotti')])",77,"dict_values([('Christian', 'Fernando Canesin')])",77,"dict_values([('Carlos Eduardo', 'Juninho')])",81,"dict_values([('Pedro Rocha Neves', 'Jader')])",81
219,dict_values(['Chapecoense']),dict_values(['Pintado']),dict_values(['São']),dict_values(['Hernán Crespo']),dict_values(['1']),dict_values(['1']),"dict_values([['Keiller', 'Matheus Ribeiro', 'Kadu', 'Busanello', 'Bruno Silva', 'Alan Santos', 'Anselmo Ramon', 'Leo Gomes', 'Mike', 'Derlan', 'Denner']])","dict_values([['Tiago Volpi', 'Robert Arboleda', 'Luciano', 'Liziero', 'Léo Pelé', 'Miranda', 'Éder', 'Rodrigo Nestor', 'Antonio Galeano', 'Welington', 'Emiliano Rigoni']])","dict_values([['João Paulo', 'Laércio', 'Ronei', 'Marquinho', 'Ignácio', 'Renê Júnior', 'Anderson Leite', 'Ezequiel', 'Rodriguinho', 'Geuvânio', 'Mancha', 'Kaio Nunes']])","dict_values([['Lucas Perri', 'Bruno Fabiano Alves', 'Diego', 'Reinaldo', 'Pablo', 'Vitor Bueno', 'Luan', 'Gabriel Neves', 'Shaylon', 'Igor Gomes', 'Jonathan Calleri', 'Marquinhos']])","dict_values([('Kadu', 'Ignácio')])",45,"dict_values([('Anselmo Ramon', 'Rodriguinho')])",45,"dict_values([('Alan Santos', 'Renê Júnior')])",65,"dict_values([('Bruno Silva', 'Geuvânio')])",71,"dict_values([('Leo Gomes', 'Ronei')])",81,"dict_values([('Liziero', 'Luan')])",63,"dict_values([('Éder', 'Jonathan Calleri')])",64,"dict_values([('Welington', 'Marquinhos')])",81,"dict_values([('Antonio Galeano', 'Igor Gomes')])",86,dict_values([]),[]
220,dict_values(['Palmeiras']),dict_values(['Abel Ferreira']),dict_values(['Juventude']),dict_values(['Marquinhos Santos']),dict_values(['1']),dict_values(['1']),"dict_values([['Wéverton', 'Benjamín Kuscevic', 'Jorge', 'Rony', 'Zé Rafael', 'Luiz Adriano', 'Wesley', 'Gustavo Scarpa', 'Gustavo Gómez', 'Gabriel Menino', 'Danilo']])","dict_values([['Douglas Friedrich', 'Juan Quintero', 'Capixaba', 'Jadson', 'Roberson', 'Vitor Mendes', 'William Matheus', 'Marcos Vinicios', 'Dawhan', 'Michel', 'Guilherme Carvalho']])","dict_values([['Vinicius Silvestre', 'Renan', 'Luan Garcia', 'Deyverson', 'Danilo Barbosa', 'Breno', 'Joaquín Piquerez', 'Raphael Veiga', 'Veron', 'Felipe Melo', 'Matheus Fernandes', 'Dudu']])","dict_values([['Marcelo Carné', 'Ricardinho', 'Wescley', 'Rafael Forster', 'Fernando Pacheco Rivas', 'Wágner', 'Chico', 'Matheus Cotulio Bossa', 'Bruninho', 'Nicolás Castillo', 'Vinicius José Ignácio', 'Paulo Henrique']])","dict_values([('Jorge', 'Joaquín Piquerez')])",45,"dict_values([('Zé Rafael', 'Felipe Melo')])",62,"dict_values([('Wesley', 'Dudu')])",62,"dict_values([('Luiz Adriano', 'Veron')])",63,"dict_values([('Danilo', 'Deyverson')])",85,"dict_values([('Roberson', 'Fernando Pacheco Rivas')])",63,"dict_values([('Capixaba', 'Vinicius José Ignácio')])",75,"dict_values([('Guilherme Carvalho', 'Wescley')])",85,dict_values([]),[],dict_values([]),[]
221,dict_values(['Grêmio']),dict_values(['Luiz Felipe Scolari']),dict_values(['Sport']),dict_values(['Gustavo Florentín']),dict_values(['1']),dict_values(['2']),"dict_values([['Gabriel Chapecó', 'Thiago dos Santos', 'Miguel Borja', 'Douglas Costa', 'Ferreira', 'Rafinha', 'Mathías Villasanti', 'Alisson', 'Rodrigues', 'Vanderson', 'Ruan']])","dict_values([['Mailson', 'Hernanes', 'Gustavo', 'Rafael Thyere', 'Thiago Lopes', 'José Sabino', 'Everaldo', 'Sander', 'Ewerton', 'Marcão Silva', 'Mikael']])","dict_values([['Brenno', 'Walter Kannemann', 'Jaminton Campaz', 'Darlan Mendes', 'Lucas Silva', 'Éverton', 'Paulo Miranda', 'Diego Souza', 'Diogo Barbosa', 'Guedes', 'Mateus Sarará', 'Jean Pyerre']])","dict_values([['Carlos Eduardo', 'Santiago Tréllez', 'Leandro Barcia', 'Betinho', 'Chico', 'Cristiano', 'Diego Ferreira', 'Flávio Souza', 'Pedro Victor', 'Everton Felipe']])","dict_values([('Rafinha', 'Jaminton Campaz')])",45,"dict_values([('Alisson', 'Guedes')])",45,"dict_values([('Miguel Borja', 'Diego Souza')])",63,"dict_values([('Ferreira', 'Éverton')])",75,dict_values([]),[],"dict_values([('Thiago Lopes', 'Everton Felipe')])",20,"dict_values([('Gustavo', 'Chico')])",63,"dict_values([('Everaldo', 'Santiago Tréllez')])",74,dict_values([]),[],dict_values([]),[]
222,dict_values(['Corinthians']),dict_values(['Thiago Mendes']),dict_values(['Bahia']),dict_values(['Diego Dabove']),dict_values(['3']),dict_values(['1']),"dict_values([['Cássio', 'Gil', 'Lucas Piton', 'Renato Augusto', 'Willian', 'Giuliano de Paula', 'Fagner', 'Víctor Cantillo', 'João Victor', 'Gabriel Pereira', 'Roger Guedes']])","dict_values([['Mateus Claus', 'Nino Paraíba', 'Luiz Otávio', 'Danielzinho', 'Gilberto', 'Gustavo Henrique', 'Lucas Mugni', 'Thonny Anderson', 'Juninho Capixaba', 'Lucas Araujo', 'Patrick de Lucca']])","dict_values([['Matheus Donelli', 'Gabriel', 'Luan Vieira', 'Gustavo Mosquito', 'Fábio Santos', 'Adson', 'Gustavo Mantuan', 'Raul Bicalho', 'Du Queiroz', 'Xavier', 'Vitinho', 'Jô']])","dict_values([['Danilo Fernandes', 'Matheus Teixeira', 'Ligger', 'Rodriguinho Marinho', 'Óscar Ruiz', 'Eugenio Isnaldo', 'Rai', 'Edson', 'Renan Guedes', 'Luizão', 'Ronaldo Cesar', 'Matheus Bahia']])","dict_values([('Willian', 'Jô')])",45,"dict_values([('Víctor Cantillo', 'Gabriel')])",76,"dict_values([('Renato Augusto', 'Luan Vieira')])",80,"dict_values([('Roger Guedes', 'Adson')])",81,"dict_values([('Gabriel Pereira', 'Gustavo Mosquito')])",87,"dict_values([('Thonny Anderson', 'Óscar Ruiz')])",62,"dict_values([('Danielzinho', 'Luizão')])",62,"dict_values([('Lucas Mugni', 'Edson')])",79,"dict_values([('Gilberto', 'Ronaldo Cesar')])",79,dict_values([]),[]
223,dict_values(['Sport']),dict_values(['Gustavo Florentín']),dict_values(['Juventude']),dict_values(['Marquinhos Santos']),dict_values(['3']),dict_values(['1']),"dict_values([['Mailson', 'Hernanes', 'Gustavo', 'José Welison', 'Rafael Thyere', 'José Sabino', 'Everaldo', 'Sander', 'Ewerton', 'Marcão Silva', 'Mikael']])","dict_values([['Douglas Friedrich', 'Juan Quintero', 'Capixaba', 'Jadson', 'Roberson', 'Vitor Mendes', 'William Matheus', 'Marcos Vinicios', 'Dawhan', 'Michel', 'Guilherme Carvalho']])","dict_values([['Carlos Eduardo', 'Hayner', 'Santiago Tréllez', 'Leandro Barcia', 'Betinho', 'Chico', 'Cristiano', 'Flávio Souza', 'Pedro Victor', 'Paulinho Moccelin', 'Everton Felipe']])","dict_values([['Marcelo Carné', 'Ricardinho', 'Wescley', 'Paulinho', 'Rafael Forster', 'Fernando Pacheco Rivas', 'Wágner', 'Chico', 'Bruninho', 'Nicolás Castillo', 'Vinicius José Ignácio', 'Paulo Henrique']])","dict_values([('Gustavo', 'Chico')])",62,"dict_values([('Mikael', 'Santiago Tréllez')])",67,"dict_values([('Everaldo', 'Paulinho Moccelin')])",80,"dict_values([('Hernanes', 'Pedro Victor')])",80,dict_values([]),[],"dict_values([('Capixaba', 'Paulinho')])",45,"dict_values([('Marcos Vinicios', 'Wágner')])",45,"dict_values([('Jadson', 'Wescley')])",45,"dict_values([('Roberson', 'Nicolás Castillo')])",62,"dict_values([('Guilherme Carvalho', 'Ricardinho')])",71
